Timestamp; robot ID; x coordinate; y coordinate; angle; current joint x; current joint y; previous joint x; previous joint y; it entry; age 
9274; 1; 9.20282; 5.44037; 38.4646; 9.20903; 5.78688; 8.76361; 5.25733; 2456; 6818
9274; 2; 9.00287; 6.16682; 45.5417; 8.75986; 6.42681; 8.7574; 5.90682; 1826; 7448
9274; 3; 9.90399; 5.51353; 44.9984; 9.58559; 5.45801; 0; 0; 2693; 6581
9274; 4; 9.98299; 6.43686; 55.542; 10.0815; 5.97587; 0; 0; 4383; 4891
9274; 5; 12.0737; 7.17412; 64.6607; 11.8989; 6.98296; 11.7697; 7.47461; 5954; 3320
9274; 6; 10.4857; 6.79558; 61.2723; 10.3052; 6.376; 0; 0; 4641; 4633
9274; 7; 11.4443; 7.76846; 61.6053; 11.5944; 7.28353; 0; 0; 5869; 3405
9274; 8; 11.5176; 6.82414; 63.8334; 11.1596; 6.48537; 0; 0; 5538; 3736
9274; 9; 10.7562; 6.19695; 57.2976; 10.7173; 6.45449; 10.3437; 6.1187; 5425; 3849
9274; 10; 12.8105; 6.75362; 65.1691; 12.3853; 6.93184; 0; 0; 6488; 2786
9274; 11; 13.363; 6.93438; 74.9507; 13.0597; 6.80661; 0; 0; 7103; 2171
9274; 12; 13.9615; 6.57228; 73.1227; 13.6954; 6.59771; 0; 0; 7671; 1603
9274; 13; 14.3592; 6.27874; 76.2822; 13.9937; 6.22596; 14.3272; 6.62489; 8212; 1062
9274; 14; 14.78; 6.01048; 79.4218; 14.4045; 5.94324; 0; 0; 9233; 41
9303; 1; 9.2028; 5.44036; 38.4646; 9.19928; 5.7687; 8.76361; 5.25733; 2456; 6847
9303; 2; 9.00287; 6.16682; 45.5417; 8.75986; 6.42681; 8.7574; 5.90682; 1826; 7477
9303; 3; 9.89993; 5.5158; 45.016; 9.58045; 5.45886; 0; 0; 2693; 6610
9303; 4; 9.97715; 6.44281; 55.5318; 10.0733; 5.98081; 0; 0; 4383; 4920
9303; 5; 12.0759; 7.17164; 64.6607; 11.9014; 6.98082; 11.7677; 7.47338; 5954; 3349
9303; 6; 10.4974; 6.79955; 61.1958; 10.293; 6.38707; 0; 0; 4641; 4662
9303; 7; 11.4464; 7.76593; 61.6056; 11.5969; 7.28138; 0; 0; 5869; 3434
9303; 8; 11.5146; 6.82511; 63.8093; 11.1567; 6.48812; 0; 0; 5538; 3765
9303; 9; 10.7481; 6.20147; 57.2976; 10.7104; 6.47191; 10.3314; 6.12977; 5425; 3878
9303; 10; 12.8147; 6.75305; 65.1797; 12.3876; 6.92935; 0; 0; 6488; 2815
9303; 11; 13.368; 6.93319; 74.9399; 13.0659; 6.80795; 0; 0; 7103; 2200
